staters,total_deaths,total_pop,male_deaths,female_deaths,pop_male,pop_female,male_white_deaths,female_white_deaths,female_black_deaths,male_black_deaths,pop_male_white,pop_male_black,pop_female_white,pop_female_black,male_white_20s_deaths,male_white_30s_deaths,male_white_40s_deaths,male_white_50s_deaths,male_white_60s_deaths,male_white_70s_deaths,male_white_80s_deaths,male_white_90s_deaths,female_white_20s_deaths,female_white_30s_deaths,female_white_40s_deaths,female_white_50s_deaths,female_white_60s_deaths,female_white_70s_deaths,female_black_30s_deaths,female_black_50s_deaths,male_black_20s_deaths,male_black_30s_deaths,male_black_40s_deaths,male_black_50s_deaths,male_black_60s_deaths,male_black_70s_deaths,male_black_80s_deaths,male_black_90s_deaths,female_white_80s_deaths,female_white_90s_deaths,female_black_20s_deaths,female_black_40s_deaths,female_black_60s_deaths,female_black_70s_deaths,female_black_80s_deaths,female_black_90s_deaths,pop_male_white_20s,pop_male_white_30s,pop_male_white_40s,pop_male_white_50s,pop_male_white_60s,pop_male_white_70s,pop_male_white_80s,pop_male_black_20s,pop_male_black_30s,pop_male_black_40s,pop_male_black_50s,pop_male_black_60s,pop_male_black_70s,pop_male_black_80s,pop_female_white_20s,pop_female_white_30s,pop_female_white_40s,pop_female_white_50s,pop_female_white_60s,pop_female_white_70s,pop_female_white_80s,pop_female_black_20s,pop_female_black_30s,pop_female_black_40s,pop_female_black_50s,pop_female_black_60s,pop_female_black_70s,pop_female_black_80s,male_white_below_40_deaths,male_white_over_40_deaths,female_white_below_40_deaths,female_white_over_40_deaths,female_black_below_40_deaths,female_black_over_40_deaths,male_black_below_40_deaths,male_black_over_40_deaths,pop_male_white_below_40,pop_male_white_over_40,pop_male_black_below_40,pop_male_black_over_40,pop_female_white_below_40,pop_female_white_over_40,pop_female_black_below_40,pop_female_black_over_40,year,employment,real_gdp,personal_income,st,sen_dem_majority,hs_dem_majority,sen_rep_majority,hs_rep_majority
WV,4721,1370598.0,2464.0,2257.0,659280.0,711318.0,2392.0,2184.0,73.0,72.0,631466.0,22061.0,684406.0,21012.0,9.0,40.0,123.0,330.0,561.0,748.0,507.0,74.0,8.0,33.0,106.0,265.0,436.0,651.0,0.0,6.0,1.0,1.0,5.0,16.0,12.0,16.0,15.0,6.0,546.0,139.0,0.0,4.0,19.0,19.0,19.0,6.0,109913.0,112276.0,131024.0,121204.0,79826.0,54049.0,23174.0,5804.0,4403.0,4728.0,3677.0,1702.0,1184.0,563.0,108660.0,113354.0,135228.0,122850.0,86869.0,70975.0,46470.0,4121.0,3583.0,4498.0,3289.0,2058.0,2019.0,1444.0,49.0,2343.0,41.0,2143.0,0.0,73.0,2.0,70.0,353213.0,278253.0,14935.0,7126.0,357242.0,327164.0,12202.0,8810.0,2003,869853.0,46471.0,24669.0,WV,1.0,1.0,0.0,0.0
WY,942,362689.0,506.0,436.0,181384.0,181305.0,502.0,435.0,1.0,4.0,174491.0,1813.0,174449.0,1280.0,4.0,5.0,17.0,68.0,129.0,151.0,115.0,13.0,2.0,3.0,24.0,57.0,85.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,94.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,33290.0,29891.0,39774.0,33906.0,19654.0,12314.0,5662.0,697.0,388.0,317.0,232.0,96.0,61.0,22.0,30791.0,28806.0,39648.0,31814.0,19466.0,14130.0,9794.0,448.0,248.0,240.0,155.0,89.0,58.0,42.0,9.0,493.0,5.0,430.0,0.0,1.0,0.0,4.0,102955.0,71536.0,1402.0,411.0,99245.0,75204.0,936.0,344.0,2003,335584.0,21251.0,33400.0,WY,0.0,0.0,1.0,1.0
ZZ,469,,272.0,197.0,,,226.0,151.0,46.0,46.0,,,,,5.0,12.0,19.0,43.0,51.0,62.0,31.0,3.0,1.0,10.0,18.0,29.0,34.0,31.0,6.0,9.0,1.0,2.0,8.0,8.0,10.0,10.0,6.0,1.0,22.0,6.0,1.0,3.0,13.0,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,209.0,11.0,140.0,7.0,39.0,3.0,43.0,,,,,,,,,2003,,,,,,,,
AK,567,451969.0,323.0,244.0,234319.0,217650.0,313.0,238.0,6.0,10.0,180391.0,9103.0,162504.0,7752.0,4.0,5.0,28.0,41.0,91.0,92.0,46.0,6.0,2.0,4.0,20.0,38.0,47.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,42.0,14.0,0.0,4.0,1.0,0.0,1.0,0.0,35804.0,34768.0,45394.0,38471.0,16442.0,7021.0,2491.0,2889.0,2243.0,1969.0,1243.0,477.0,213.0,69.0,30556.0,32461.0,42287.0,32010.0,13947.0,7279.0,3964.0,2339.0,1829.0,1794.0,1035.0,420.0,225.0,110.0,9.0,304.0,6.0,232.0,0.0,6.0,0.0,10.0,115966.0,64425.0,7101.0,2002.0,105304.0,57200.0,5962.0,1790.0,2004,414956.0,35510.0,36577.0,AK,0.0,0.0,1.0,1.0
AL,9898,3285882.0,5325.0,4573.0,1557191.0,1728691.0,4132.0,3546.0,1027.0,1193.0,1177287.0,353761.0,1259210.0,441958.0,16.0,40.0,206.0,602.0,1038.0,1285.0,821.0,124.0,12.0,56.0,198.0,472.0,736.0,1036.0,26.0,155.0,8.0,10.0,86.0,216.0,299.0,296.0,225.0,53.0,829.0,207.0,8.0,82.0,194.0,279.0,206.0,77.0,209564.0,220208.0,247911.0,215803.0,149559.0,94084.0,40158.0,85802.0,70667.0,79386.0,59899.0,31408.0,18423.0,8176.0,203476.0,214504.0,248230.0,223222.0,165728.0,122777.0,81273.0,97701.0,86826.0,95790.0,70786.0,40955.0,30281.0,19619.0,56.0,4076.0,68.0,3478.0,34.0,993.0,18.0,1175.0,677683.0,499604.0,235855.0,117906.0,666210.0,593000.0,280317.0,161641.0,2004,2436584.0,148769.0,28802.0,AL,1.0,1.0,0.0,0.0
AR,6406,1988504.0,3399.0,3007.0,956346.0,1032158.0,2954.0,2637.0,370.0,445.0,810888.0,127337.0,859980.0,152320.0,17.0,21.0,139.0,398.0,742.0,908.0,614.0,115.0,8.0,32.0,137.0,344.0,526.0,754.0,8.0,73.0,5.0,4.0,40.0,94.0,109.0,96.0,73.0,24.0,663.0,173.0,1.0,30.0,73.0,75.0,79.0,31.0,151501.0,147698.0,164471.0,143916.0,104656.0,67409.0,31237.0,32921.0,25816.0,28445.0,20855.0,10186.0,5960.0,3154.0,145255.0,143123.0,164552.0,149255.0,114424.0,84107.0,59264.0,36249.0,30191.0,32870.0,23254.0,12989.0,9697.0,7070.0,38.0,2916.0,40.0,2597.0,9.0,361.0,9.0,436.0,463670.0,347218.0,87182.0,40155.0,452930.0,407050.0,99310.0,53010.0,2004,1504596.0,85315.0,26855.0,AR,1.0,1.0,0.0,0.0
AZ,9631,4008453.0,5200.0,4431.0,1972298.0,2036155.0,5076.0,4310.0,121.0,124.0,1761458.0,73828.0,1817351.0,67105.0,31.0,47.0,210.0,566.0,1173.0,1615.0,1233.0,201.0,20.0,64.0,237.0,518.0,904.0,1255.0,3.0,19.0,1.0,3.0,14.0,19.0,23.0,36.0,23.0,5.0,1060.0,252.0,1.0,15.0,32.0,25.0,19.0,7.0,360791.0,342940.0,349454.0,285658.0,205568.0,148023.0,69024.0,20155.0,18302.0,16706.0,10101.0,5168.0,2524.0,872.0,334173.0,324221.0,349925.0,305673.0,226975.0,168105.0,108279.0,17327.0,15621.0,14641.0,9347.0,5433.0,3024.0,1712.0,78.0,4998.0,84.0,4226.0,4.0,117.0,4.0,120.0,1053185.0,708273.0,55163.0,18665.0,1008319.0,809032.0,47589.0,19516.0,2004,3063915.0,204659.0,30222.0,AZ,0.0,0.0,1.0,1.0
CA,49546,25130851.0,25215.0,24331.0,12341976.0,12788875.0,23087.0,22282.0,2049.0,2128.0,9706239.0,826887.0,9859991.0,891483.0,144.0,304.0,1054.0,2928.0,4742.0,7016.0,5812.0,1087.0,101.0,336.0,1224.0,2799.0,4243.0,6124.0,55.0,360.0,17.0,30.0,136.0,418.0,572.0,546.0,351.0,58.0,5953.0,1502.0,13.0,205.0,479.0,485.0,351.0,101.0,2065748.0,2105857.0,2109417.0,1587510.0,908234.0,596108.0,333365.0,188425.0,189064.0,194933.0,128561.0,72184.0,38211.0,15509.0,1888930.0,1970131.0,2050811.0,1625514.0,998727.0,752984.0,572894.0,186178.0,193467.0,201552.0,141820.0,84494.0,52630.0,31342.0,448.0,22639.0,437.0,21845.0,68.0,1981.0,47.0,2081.0,6281022.0,3425217.0,572422.0,254465.0,5909872.0,3950119.0,581197.0,310286.0,2004,19876899.0,1643908.0,37244.0,CA,1.0,1.0,0.0,0.0
CO,6191,3296039.0,3128.0,3063.0,1642689.0,1653350.0,3018.0,2979.0,84.0,110.0,1505385.0,70136.0,1516349.0,63189.0,19.0,38.0,143.0,391.0,681.0,896.0,715.0,135.0,10.0,44.0,187.0,427.0,582.0,813.0,3.0,14.0,0.0,1.0,9.0,20.0,26.0,39.0,15.0,0.0,723.0,193.0,0.0,11.0,19.0,18.0,17.0,2.0,311848.0,317247.0,337844.0,271548.0,142585.0,83356.0,40957.0,17406.0,17888.0,16680.0,10153.0,4765.0,2484.0,760.0,283283.0,295144.0,337551.0,271926.0,150911.0,103060.0,74474.0,15210.0,14647.0,14387.0,9147.0,5118.0,3094.0,1586.0,57.0,2961.0,54.0,2925.0,3.0,81.0,1.0,109.0,966939.0,538446.0,51974.0,18162.0,915978.0,600371.0,44244.0,18945.0,2004,2964448.0,205347.0,36676.0,CO,0.0,0.0,1.0,1.0
CT,7297,2552848.0,3628.0,3669.0,1214430.0,1338418.0,3377.0,3453.0,216.0,251.0,1057305.0,111109.0,1159130.0,131569.0,8.0,21.0,122.0,390.0,684.0,1045.0,931.0,176.0,8.0,51.0,162.0,381.0,577.0,923.0,3.0,34.0,2.0,3.0,20.0,41.0,69.0,65.0,44.0,7.0,1042.0,309.0,1.0,20.0,52.0,60.0,42.0,4.0,161638.0,199405.0,249136.0,197763.0,118298.0,81910.0,49155.0,27903.0,26260.0,24901.0,16434.0,9231.0,4694.0,1686.0,154818.0,205017.0,256544.0,207807.0,131212.0,107981.0,95751.0,28591.0,30697.0,29164.0,19956.0,12108.0,7141.0,3912.0,29.0,3348.0,59.0,3394.0,4.0,212.0,5.0,246.0,610179.0,447126.0,79064.0,32045.0,616379.0,542751.0,88452.0,43117.0,2004,2130254.0,198921.0,47105.0,CT,1.0,1.0,0.0,0.0
DC,1149,437090.0,586.0,563.0,202595.0,234495.0,143.0,128.0,435.0,443.0,88588.0,106033.0,87434.0,136777.0,0.0,2.0,3.0,26.0,26.0,43.0,35.0,8.0,0.0,6.0,2.0,16.0,16.0,19.0,8.0,68.0,1.0,4.0,29.0,76.0,105.0,136.0,79.0,13.0,53.0,16.0,4.0,31.0,81.0,111.0,96.0,36.0,24767.0,23825.0,14395.0,12149.0,7337.0,3788.0,2327.0,20475.0,20010.0,23549.0,19119.0,11515.0,7697.0,3668.0,27875.0,19970.0,11527.0,12332.0,7336.0,4141.0,4253.0,24719.0,23959.0,27216.0,23428.0,15649.0,12895.0,8911.0,2.0,141.0,6.0,122.0,12.0,423.0,5.0,438.0,62987.0,25601.0,64034.0,41999.0,59372.0,28062.0,75894.0,60883.0,2004,763498.0,79564.0,50945.0,,,,,
DE,1838,605888.0,975.0,863.0,288782.0,317106.0,836.0,743.0,120.0,139.0,226867.0,52196.0,244257.0,62316.0,4.0,7.0,35.0,107.0,193.0,256.0,200.0,34.0,2.0,11.0,32.0,80.0,157.0,216.0,2.0,26.0,0.0,1.0,10.0,27.0,47.0,30.0,22.0,2.0,204.0,41.0,0.0,8.0,24.0,31.0,23.0,6.0,40220.0,41366.0,48678.0,40153.0,28156.0,19602.0,8692.0,12256.0,11874.0,12108.0,8035.0,4634.0,2348.0,941.0,39821.0,41002.0,49718.0,42739.0,31176.0,23688.0,16113.0,13331.0,13910.0,14230.0,9934.0,5598.0,3354.0,1959.0,11.0,825.0,13.0,730.0,2.0,118.0,1.0,138.0,130264.0,96603.0,36238.0,15958.0,130541.0,113716.0,41471.0,20845.0,2004,516324.0,50618.0,37263.0,DE,1.0,0.0,0.0,1.0
FL,40419,13076623.0,21730.0,18689.0,6286495.0,6790128.0,19704.0,16892.0,1797.0,2026.0,5281281.0,837772.0,5639746.0,958449.0,52.0,176.0,762.0,2203.0,4132.0,6317.0,5119.0,943.0,45.0,211.0,763.0,1775.0,3214.0,5113.0,69.0,368.0,26.0,33.0,170.0,362.0,546.0,554.0,278.0,57.0,4611.0,1160.0,14.0,200.0,399.0,378.0,292.0,77.0,840586.0,929933.0,1066241.0,886323.0,695456.0,565000.0,297742.0,211356.0,187330.0,190130.0,125760.0,71284.0,38098.0,13814.0,791063.0,906040.0,1073023.0,952839.0,785282.0,668522.0,462977.0,223540.0,208942.0,211508.0,144443.0,86062.0,54580.0,29374.0,228.0,19476.0,256.0,16636.0,83.0,1714.0,59.0,1967.0,2836760.0,2444521.0,588816.0,248956.0,2770126.0,2869620.0,643990.0,314459.0,2004,9714142.0,637113.0,34042.0,FL,0.0,0.0,1.0,1.0
GA,14438,6206229.0,7618.0,6820.0,2993306.0,3212923.0,5693.0,5042.0,1778.0,1925.0,2111963.0,781236.0,2163766.0,943122.0,22.0,65.0,325.0,874.0,1444.0,1724.0,1058.0,181.0,20.0,72.0,316.0,734.0,1020.0,1428.0,61.0,365.0,23.0,23.0,157.0,453.0,483.0,449.0,289.0,48.0,1153.0,299.0,12.0,207.0,392.0,383.0,277.0,81.0,420738.0,456562.0,459629.0,369010.0,225417.0,126751.0,53856.0,194521.0,189987.0,182423.0,119080.0,56991.0,27235.0,10999.0,384385.0,426980.0,450729.0,379345.0,242872.0,165887.0,113568.0,215403.0,221314.0,213190.0,144489.0,74374.0,45633.0,28719.0,87.0,5606.0,92.0,4950.0,73.0,1705.0,46.0,1879.0,1336929.0,775034.0,566931.0,214305.0,1262094.0,901672.0,649907.0,293215.0,2004,5055666.0,353025.0,31527.0,GA,0.0,1.0,1.0,0.0
GU,4,,3.0,1.0,,,3.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,2004,,,,,,,,
HI,599,942517.0,343.0,256.0,465957.0,476560.0,331.0,255.0,1.0,12.0,138341.0,12307.0,118571.0,8066.0,0.0,2.0,11.0,52.0,68.0,90.0,91.0,17.0,1.0,5.0,15.0,40.0,52.0,64.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,69.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,28862.0,24785.0,28064.0,28145.0,15227.0,8762.0,4496.0,4557.0,3422.0,2220.0,1265.0,481.0,244.0,118.0,20342.0,20147.0,24609.0,24535.0,13325.0,9310.0,6303.0,3087.0,2274.0,1368.0,705.0,330.0,180.0,122.0,2.0,329.0,6.0,249.0,0.0,1.0,1.0,11.0,81711.0,56630.0,10199.0,2108.0,65098.0,53473.0,6729.0,1337.0,2004,802419.0,53306.0,33830.0,HI,1.0,1.0,0.0,0.0
IA,6442,2141401.0,3322.0,3120.0,1038623.0,1102778.0,3279.0,3074.0,46.0,43.0,995153.0,23939.0,1061348.0,21438.0,11.0,30.0,126.0,387.0,650.0,1004.0,886.0,185.0,11.0,29.0,126.0,317.0,560.0,871.0,0.0,14.0,0.0,1.0,3.0,10.0,11.0,10.0,7.0,1.0,863.0,297.0,0.0,4.0,8.0,11.0,5.0,4.0,185764.0,175732.0,213867.0,180592.0,112510.0,80452.0,46236.0,7185.0,5979.0,5066.0,3141.0,1480.0,792.0,296.0,178043.0,171280.0,214531.0,179995.0,122426.0,103634.0,91439.0,6230.0,4930.0,4259.0,2856.0,1549.0,1008.0,606.0,41.0,3238.0,40.0,3034.0,0.0,46.0,1.0,42.0,575363.0,419790.0,18230.0,5709.0,563854.0,497494.0,15419.0,6019.0,2004,1901176.0,118710.0,32148.0,IA,0.0,0.0,1.0,1.0
ID,2256,961942.0,1183.0,1073.0,478423.0,483519.0,1180.0,1073.0,0.0,3.0,461810.0,3359.0,466661.0,2187.0,6.0,15.0,49.0,139.0,279.0,370.0,266.0,56.0,7.0,10.0,65.0,112.0,206.0,289.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,294.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,97293.0,87188.0,96222.0,82191.0,51271.0,31151.0,16494.0,1223.0,889.0,674.0,343.0,139.0,54.0,37.0,90900.0,82901.0,96423.0,81226.0,51864.0,36303.0,27044.0,831.0,542.0,410.0,207.0,100.0,54.0,43.0,21.0,1159.0,17.0,1056.0,0.0,0.0,0.0,3.0,280703.0,181107.0,2786.0,573.0,270224.0,196437.0,1783.0,404.0,2004,824225.0,44445.0,28813.0,ID,0.0,0.0,1.0,1.0
IL,24442,9018059.0,12409.0,12033.0,4344023.0,4674036.0,10564.0,10181.0,1852.0,1845.0,3569017.0,566217.0,3755704.0,694789.0,44.0,111.0,459.0,1302.0,2327.0,3288.0,2556.0,477.0,28.0,125.0,504.0,1150.0,1946.0,2834.0,44.0,337.0,7.0,19.0,149.0,372.0,459.0,505.0,287.0,47.0,2805.0,789.0,9.0,183.0,431.0,487.0,280.0,81.0,701663.0,723522.0,784281.0,615167.0,368973.0,244026.0,131385.0,133679.0,122622.0,126873.0,89120.0,52362.0,29960.0,11601.0,659504.0,694593.0,778890.0,627941.0,408104.0,322660.0,264012.0,145208.0,144519.0,151793.0,112327.0,69852.0,46240.0,24850.0,155.0,10409.0,153.0,10028.0,53.0,1799.0,26.0,1819.0,2209466.0,1359551.0,383174.0,183043.0,2132987.0,1622717.0,441520.0,253269.0,2004,7251642.0,561117.0,36126.0,IL,1.0,1.0,0.0,0.0
IN,12710,4459574.0,6578.0,6132.0,2155211.0,2304363.0,6084.0,5673.0,459.0,494.0,1948800.0,168586.0,2070968.0,194055.0,13.0,68.0,282.0,767.0,1401.0,1955.0,1365.0,233.0,17.0,71.0,285.0,719.0,1129.0,1662.0,11.0,68.0,3.0,3.0,33.0,91.0,110.0,137.0,102.0,15.0,1414.0,376.0,4.0,50.0,103.0,128.0,74.0,21.0,375791.0,377445.0,429137.0,349013.0,213241.0,136759.0,67414.0,42199.0,37542.0,37421.0,25746.0,13916.0,8395.0,3367.0,363574.0,368572.0,429579.0,357026.0,234621.0,181428.0,136168.0,44456.0,40867.0,41992.0,29894.0,17627.0,12311.0,6908.0,81.0,6003.0,88.0,5585.0,15.0,444.0,6.0,488.0,1182373.0,766427.0,117162.0,51424.0,1161725.0,909243.0,127315.0,66740.0,2004,3589378.0,240428.0,30693.0,IN,0.0,1.0,1.0,0.0
KS,5354,1943065.0,2785.0,2569.0,945246.0,997819.0,2641.0,2438.0,131.0,144.0,859473.0,53619.0,909600.0,54316.0,12.0,20.0,114.0,310.0,556.0,833.0,673.0,123.0,19.0,34.0,123.0,254.0,439.0,657.0,2.0,28.0,1.0,1.0,6.0,26.0,38.0,39.0,23.0,10.0,681.0,231.0,0.0,16.0,20.0,29.0,31.0,5.0,167600.0,157779.0,188014.0,153603.0,91261.0,64602.0,36614.0,14412.0,11805.0,12434.0,7775.0,3952.0,2226.0,1015.0,160545.0,154193.0,189599.0,154216.0,98803.0,81994.0,70250.0,13100.0,11120.0,12097.0,7947.0,4750.0,3299.0,2003.0,32.0,2609.0,53.0,2385.0,2.0,129.0,2.0,142.0,513393.0,346080.0,38651.0,14968.0,504337.0,405263.0,36317.0,17999.0,2004,1749709.0,101343.0,31999.0,KS,0.0,0.0,1.0,1.0
KY,9307,3032641.0,4848.0,4459.0,1462193.0,1570448.0,4565.0,4154.0,305.0,283.0,1339985.0,103361.0,1438672.0,112015.0,17.0,54.0,273.0,644.0,1152.0,1435.0,853.0,137.0,9.0,65.0,223.0,571.0,939.0,1216.0,3.0,53.0,1.0,1.0,22.0,46.0,65.0,80.0,57.0,11.0,901.0,230.0,3.0,26.0,58.0,73.0,73.0,16.0,256008.0,261635.0,288348.0,243230.0,155147.0,93914.0,41703.0,26329.0,23460.0,23383.0,15720.0,7776.0,4676.0,2017.0,251218.0,259502.0,295215.0,252331.0,171067.0,124244.0,85095.0,25462.0,22677.0,24786.0,17327.0,10126.0,6933.0,4704.0,71.0,4494.0,74.0,4080.0,6.0,299.0,2.0,281.0,805991.0,533994.0,73172.0,30189.0,805935.0,632737.0,72925.0,39090.0,2004,2298299.0,135994.0,28046.0,KY,0.0,1.0,1.0,0.0
LA,9534,3226211.0,5149.0,4385.0,1537258.0,1688953.0,3495.0,3062.0,1323.0,1654.0,1060892.0,441379.0,1123478.0,529903.0,14.0,34.0,168.0,447.0,819.0,1188.0,690.0,135.0,11.0,38.0,171.0,362.0,618.0,916.0,28.0,233.0,12.0,15.0,125.0,349.0,436.0,430.0,227.0,60.0,776.0,170.0,13.0,135.0,282.0,326.0,239.0,67.0,206666.0,196598.0,229287.0,191714.0,121986.0,78941.0,35700.0,112232.0,89316.0,97879.0,73338.0,38146.0,21212.0,9256.0,200673.0,192140.0,228567.0,195506.0,133796.0,102888.0,69908.0,123487.0,103895.0,114541.0,85683.0,49600.0,33271.0,19426.0,48.0,3447.0,49.0,3013.0,41.0,1282.0,27.0,1627.0,632551.0,428341.0,299427.0,141952.0,621380.0,502098.0,341923.0,187980.0,2004,2430744.0,172623.0,27472.0,LA,1.0,1.0,0.0,0.0
MA,13450,4743781.0,6666.0,6784.0,2246149.0,2497632.0,6392.0,6538.0,246.0,274.0,1987253.0,142064.0,2210604.0,162709.0,29.0,67.0,264.0,794.0,1216.0,1983.0,1751.0,288.0,16.0,70.0,328.0,708.0,1102.0,1888.0,10.0,50.0,3.0,4.0,26.0,45.0,58.0,79.0,52.0,7.0,1898.0,528.0,3.0,29.0,57.0,57.0,37.0,3.0,346249.0,387204.0,447734.0,360422.0,212964.0,149464.0,83216.0,37067.0,34101.0,32576.0,20293.0,10383.0,5454.0,2190.0,348986.0,399634.0,466158.0,383953.0,240893.0,200259.0,170721.0,38958.0,38336.0,35248.0,23649.0,13388.0,8400.0,4730.0,96.0,6296.0,86.0,6452.0,13.0,233.0,7.0,267.0,1181187.0,806066.0,103744.0,38320.0,1214778.0,995826.0,112542.0,50167.0,2004,4023545.0,329640.0,42674.0,MA,1.0,1.0,0.0,0.0
MD,10136,4013663.0,5082.0,5054.0,1893755.0,2119908.0,3788.0,3769.0,1285.0,1294.0,1286708.0,501310.0,1380050.0,621152.0,11.0,41.0,148.0,477.0,785.0,1202.0,979.0,145.0,10.0,52.0,215.0,451.0,676.0,1054.0,41.0,261.0,9.0,19.0,103.0,241.0,329.0,363.0,196.0,34.0,1026.0,285.0,13.0,94.0,301.0,308.0,211.0,56.0,217679.0,244159.0,295901.0,243112.0,145097.0,92027.0,48733.0,107704.0,115093.0,121080.0,82535.0,44293.0,22590.0,8015.0,209846.0,247972.0,301382.0,251977.0,156454.0,119503.0,92916.0,120931.0,139239.0,145565.0,105442.0,57194.0,34239.0,18542.0,52.0,3736.0,62.0,3707.0,54.0,1231.0,28.0,1266.0,757739.0,528969.0,343877.0,157433.0,759200.0,620850.0,405735.0,215417.0,2004,3249529.0,247461.0,41432.0,MD,1.0,1.0,0.0,0.0
ME,3161,981856.0,1638.0,1523.0,471291.0,510565.0,1631.0,1523.0,0.0,7.0,460692.0,4089.0,499961.0,2812.0,6.0,9.0,73.0,218.0,376.0,485.0,396.0,68.0,3.0,10.0,72.0,172.0,284.0,466.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,386.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,70233.0,81869.0,104953.0,92168.0,56314.0,36888.0,18267.0,1285.0,1094.0,910.0,470.0,196.0,88.0,46.0,70740.0,84623.0,109247.0,93662.0,60110.0,46737.0,34842.0,966.0,721.0,537.0,288.0,147.0,84.0,69.0,15.0,1616.0,13.0,1510.0,0.0,0.0,0.0,7.0,257055.0,203637.0,3289.0,800.0,264610.0,235351.0,2224.0,588.0,2004,807658.0,44617.0,31762.0,ME,1.0,1.0,0.0,0.0
MI,19800,7208135.0,10262.0,9538.0,3478523.0,3729612.0,8910.0,8295.0,1243.0,1352.0,2934602.0,439014.0,3097587.0,522898.0,38.0,76.0,424.0,1164.0,1937.0,2868.0,2086.0,317.0,20.0,112.0,446.0,957.0,1659.0,2389.0,32.0,219.0,4.0,29.0,87.0,276.0,312.0,373.0,232.0,39.0,2189.0,523.0,13.0,109.0,265.0,349.0,202.0,54.0,520720.0,555389.0,663098.0,542276.0,329480.0,215185.0,108454.0,100987.0,98682.0,96003.0,72834.0,37138.0,23212.0,10158.0,501933.0,544154.0,663320.0,548224.0,355492.0,275482.0,208982.0,107754.0,114627.0,111288.0,87165.0,47551.0,34342.0,20171.0,114.0,8796.0,132.0,8163.0,45.0,1198.0,33.0,1319.0,1739207.0,1195395.0,295672.0,143342.0,1709407.0,1388180.0,333669.0,189229.0,2004,5445905.0,383545.0,32097.0,MI,0.0,0.0,1.0,1.0
MN,9167,3653180.0,4672.0,4495.0,1789636.0,1863544.0,4587.0,4416.0,79.0,85.0,1644461.0,70844.0,1717526.0,66713.0,24.0,34.0,189.0,503.0,906.0,1377.0,1250.0,304.0,12.0,48.0,197.0,507.0,832.0,1176.0,3.0,27.0,1.0,2.0,10.0,24.0,21.0,14.0,11.0,2.0,1227.0,417.0,0.0,13.0,12.0,19.0,4.0,1.0,304853.0,310792.0,381031.0,296853.0,173128.0,114021.0,63783.0,21173.0,19912.0,16392.0,8282.0,3088.0,1448.0,549.0,289245.0,305258.0,378368.0,297474.0,183943.0,140613.0,122625.0,20814.0,18418.0,13880.0,7246.0,3536.0,1893.0,926.0,58.0,4529.0,60.0,4356.0,3.0,76.0,3.0,82.0,996676.0,647785.0,57477.0,13367.0,972871.0,744655.0,53112.0,13601.0,2004,3386945.0,231904.0,36924.0,MN,1.0,0.0,0.0,1.0
MO,12558,4157437.0,6555.0,6003.0,1990745.0,2166692.0,5904.0,5387.0,616.0,651.0,1749813.0,198766.0,1880878.0,240103.0,22.0,51.0,278.0,741.0,1357.0,1945.0,1261.0,249.0,18.0,62.0,298.0,596.0,1138.0,1475.0,10.0,106.0,5.0,4.0,50.0,124.0,163.0,173.0,103.0,29.0,1378.0,422.0,4.0,57.0,121.0,177.0,99.0,42.0,323884.0,321356.0,384109.0,310817.0,205000.0,136830.0,67817.0,48163.0,43879.0,45394.0,30690.0,16902.0,9741.0,3997.0,320366.0,317349.0,386684.0,323289.0,224679.0,174091.0,134420.0,52735.0,50600.0,52156.0,37538.0,22398.0,15583.0,9093.0,73.0,5831.0,80.0,5307.0,14.0,602.0,9.0,642.0,1029349.0,720464.0,137436.0,61330.0,1024399.0,856479.0,155491.0,84612.0,2004,3482903.0,215895.0,31636.0,MO,0.0,0.0,1.0,1.0
